"U_Pr_Nr";"Navn_Inds";"skib";"Inst";"Dato_inds";"Lok_omr01";"lokalitet_vanda";"lok_pos_lat";"lok_pos_lon";"max_Dyb";"Dyb_Str_m";"Vwf_mL";"vandsoejllagd";"Dyb_lagd01";"dato_80C";"Temp_Inds";"Bemaerkn";"MST.nummer";"MST.n_Dinds"
"541";"MST2021054";"ALKRI_NICRA";"Sif";"MST_NJL";"2021-05-25";"NOR409_aalborgBugt";"93000005";56.8566666666667;10.7834722222222;146;1;"1700";"ja";"11m";"2021-05-31";88;NA;"MST2021054";"MST2021054_2021-05-25"
"542";"MST2021030";"PHELD_NICRA";"Sif";"MST_MJL";"2021-05-26";"SkiveFjord";"93740007";56.6208333333333;9.06681944444444;5;1;"1600";"nej";"N_A";"2021-05-31";115.9;NA;"MST2021030";"MST2021030_2021-05-26"
"543";"MST2021034";"PHELD_NICRA";"Sif";"MST_MJL";"2021-05-26";"SkiveFjord";"93740007";56.6208333333333;9.06681944444444;5;1;"1800";"nej";"N_A";"2021-05-31";115.9;NA;"MST2021034";"MST2021034_2021-05-26"
"544";"MST2021055";"krmsk";"sif";"STO";"2021-09-14";"99000049";"99000049";55.25;15.9833333333333;909;1;"1500";"ja";"24";"2021-09-15";169.3;NA;"MST2021055";"MST2021055_2021-09-14"
"545";"MST2021056";"krmsk";"sif";"STO";"2021-09-14";"99000049";"99000049";55.25;15.9833333333333;909;1;"1650";"ja";"24";"2021-09-15";169.3;NA;"MST2021056";"MST2021056_2021-09-14"
"546";"MST2021085";"krmsk";"sif";"SJL";"2021-09-16";"93000001";"93000001";56.1305;11.1501055555556;439;1;"1700";"ja";"8.8E+016";"2021-09-22";173.2;NA;"MST2021085";"MST2021085_2021-09-16"
"547";"MST2021086";"krmsk";"sif";"SJL";"2021-09-16";"93000001";"93000001";56.1305;11.1501055555556;439;1;"1700";"ja";"8.8E+016";"2021-09-22";173.2;NA;"MST2021086";"MST2021086_2021-09-16"
"548";"MST1038";"Alkri";"DAPHNE";"MST_STORSTRoeM";"2021-04-14";"BFKarrebaeksmindeBugt";"95220322";55.1395;11.5002361111111;121;111;"1700";"ja";"3";"2021-04-16";60.3;NA;"MST1038";"MST1038_2021-04-14"
"549";"MST1041";"Alkri";"DAPHNE";"MST_STORSTRoeM";"2021-04-14";"BFKarrebaeksmindeBugt";"95220322";55.1395;11.5002361111111;121;111;"1700";"ja";"3";"2021-04-16";60.3;NA;"MST1041";"MST1041_2021-04-14"
"550";"MST2021043";"alkri_nifso";"Sif";"MSTSJL";"2021-05-17";"VSJ20925";"93000001";56.1316666666667;11.1513361111111;48;1;"1500";"ja";"4";"2021-05-20";10.6;"Dererkunenproevetilraadighed_proeve2erbortkommet";"MST2021043";"MST2021043_2021-05-17"
"551";"MST1036";"alkri_nifso";"Sif";"MSTSJL";"2021-05-17";"VSJ20925";"93000001";56.1316666666667;11.1513361111111;48;1;"1500";"ja";"4";"2021-05-20";10.6;NA;"MST1036";"MST1036_2021-05-17"
"552";"MST2021076";"alkri";"Sif";"MSTFYN";"2021-09-02";"DMU444";"99000052";54.9996666666667;13.3;457;1;"1800";"ja";"42";"2021-09-08";17.5;NA;"MST2021076";"MST2021076_2021-09-02"
"553";"MST2021067";"alkri";"Sif";"MSTFYN";"2021-09-02";"DMU444";"99000052";54.9996666666667;13.3;457;1;"1800";"ja";"42";"2021-09-08";17.5;NA;"MST2021067";"MST2021067_2021-09-02"
"554";"MST2021029";"alkri";"Sif";"MSTSJL";"2021-09-07";"KBH431";"97200002";55.8616666666667;12.7336055555556;501;1;"1800";"ja";"12";"2021-09-15";17.1;NA;"MST2021029";"MST2021029_2021-09-07"
"555";"MST2021083";"alkri";"Sif";"MSTFYN";"2021-10-22";"FYN6300043";"95600002";54.9976833333333;10.1517305555556;34;1;"1500";"ja";"12";"2021-10-29";12.5;NA;"MST2021083";"MST2021083_2021-10-22"
"556";"MST2021073";"alkri";"Sif";"MSTFYN";"2021-10-22";"FYN6300043";"95600002";54.9976833333333;10.1517305555556;34;1;"1600";"ja";"12";"2021-10-29";12.5;NA;"MST2021073";"MST2021073_2021-10-22"
"557";"MST2021006";"NicolaiEspenhainAnker";"ABRA";"MSTSTO";"2021-08-24";"1001027Hovedeskov";"99210007";54.7410833333333;12.0851805555556;106;96;"1400";"nej";"_";"2021-08-25";17.3;NA;"MST2021006";"MST2021006_2021-08-24"
"558";"MST2021026";"NicolaiEspenhainAnker";"ABRA";"MSTSTO";"2021-08-24";"1001027Hovedeskov";"99210007";54.7410833333333;12.0851805555556;106;96;"1400";"nej";"_";"2021-08-25";17.3;NA;"MST2021026";"MST2021026_2021-08-24"
"559";"MST2021011";"NicolaiEspenhainAnker";"ABRA";"MSTSTO";"2021-08-31";"0401011FemerenBaeltVest";"98210012";54.73475;11.0846527777778;51;4.1e+16;"1500";"nej";"_";"2021-08-03";170.9;NA;"MST2021011";"MST2021011_2021-08-31"
"560";"MST2021033";"NicolaiEspenhainAnker";"ABRA";"MSTSTO";"2021-08-31";"0401011FemerenBaeltVest";"98210012";54.73475;11.0846527777778;51;4.1e+16;"1500";"nej";"_";"2021-08-03";170.9;NA;"MST2021033";"MST2021033_2021-08-31"
"561";"MST2021002";"jakobOleLarsen";"ABRA";"MSTSTO";"2021-07-07";"0101142EnoeNor";"96220363";55.15755;11.6357944444444;67;57;"1000";"nej";"_";"2021-07-08";20.4;NA;"MST2021002";"MST2021002_2021-07-07"
"562";"MST2021023";"jakobOleLarsen";"ABRA";"MSTSTO";"2021-07-07";"0101142EnoeNor";"96220363";55.15755;11.6357944444444;67;57;"1000";"nej";"_";"2021-07-08";20.4;NA;"MST2021023";"MST2021023_2021-07-07"
"563";"MST2021013";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-08-25";"ROS60";"93220011";55.713;12.04;48;1;"1600";"nej";NA;"2021-09-10";17.9;NA;"MST2021013";"MST2021013_2021-08-25"
"564";"MST2021003";"EmilGuddalLarsen";"Mergus";"Sjaelland";"2021-08-25";"ROS60";"93220011";55.713;12.04;48;1;"1750";"nej";NA;"2021-09-10";17.9;NA;"MST2021003";"MST2021003_2021-08-25"
"565";"MST2022045";"JAOLA";"Mergus";"SJL";"2022-06-10";"99150002_FranksRev";"99150002";55.0153333333333;14.9;121;22;"1450";"nej";NA;"2022:06:22";162;NA;"MST2022045";"MST2022045_2022-06-10"
"566";"MST2022043";"JAOLA";"Mergus";"SJL";"2022-06-10";"99150002_FranksRev";"99150002";55.0153333333333;14.9;121;22;"1350";"nej";NA;"2022:06:22";162;NA;"MST2022043";"MST2022043_2022-06-10"
"567";"MST2021010";"NICEA_AMLIN";"Graasaelen";"SJL";"2022-06-29";"96250162_GuldborgSund";"96250162";54.8627333333333;11.7352055555556;66;55;"1200";"nej";NA;"2022:07:05";226;"Deterkorrektatid_nrhedderMST2021";"MST2021010";"MST2021010_2022-06-29"
"568";"MST2022034";"NICEA_AMLIN";"Graasaelen";"SJL";"2022-06-29";"96250162_GuldborgSund";"96250162";54.8627333333333;11.7352055555556;66;55;"1200";"nej";NA;"2022:07:05";226;"ErangivetMST2021_016paafilterproeven";"MST2022034";"MST2022034_2022-06-29"
"569";"MST1011";"AMLIN";"Graasaelen";"SJL";"2022-08-02";"96220363_0101142EnoeSyd";"96220363";55.1574833333333;11.6356388888889;65;5;"1500";"nej";NA;"2022:08:05";1831;NA;"MST1011";"MST1011_2022-08-02"
"570";"MST2022031";"AMLIN";"Graasaelen";"SJL";"2022-08-02";"96220363_0101142EnoeSyd";"96220363";55.1574833333333;11.6356388888889;65;5;"1200";"nej";NA;"2022:08:05";1831;NA;"MST2022031";"MST2022031_2022-08-02"
"571";"MST2022032";"JAOLA_NICEA_AMLIN";"ABRA";"SJL";"2022-08-18";"96420199_LangelandsBaelt";"96420199";54.9367;11.0333388888889;34;24;"1500";"nej";NA;"2022:08:29";22;NA;"MST2022032";"MST2022032_2022-08-18"
"572";"MST2022033";"JAOLA_NICEA_AMLIN";"ABRA";"SJL";"2022-08-18";"96420199_LangelandsBaelt";"96420199";54.9367;11.0333388888889;34;24;"1150";"nej";NA;"2022:08:29";22;NA;"MST2022033";"MST2022033_2022-08-18"
"573";"MST2021023";"LeaRiisStenfeldt";"Fucus";"SYD";"2022-04-28";"91650035_ListerDybtidevandsomraade";"91650035";55.0929333333333;8.567675;25;15;"880";"nej";NA;"2022:04:29";1133;"91650035vadehavsproevefilterhurtigttilstoppet";"MST2021023";"MST2021023_2022-04-28"
"574";"MST2021046";"LeaRiisStenfeldt";"Fucus";"SYD";"2022-04-28";"91650035_ListerDybtidevandsomraade";"91650035";55.0929333333333;8.567675;25;15;"950";"nej";NA;"2022:04:29";1133;"91650035vadehavsproevefilterhurtigttilstoppet";"MST2021046";"MST2021046_2022-04-28"
"575";"MST2021029";"janeAndersen";"Haig";"SYD";"2022-05-09";"91500007_Blaavand_Landegraenseaabnedel";"91500007";55.3397666666667;8.33575833333333;6;1;"1500";"nej";NA;"2022:05:12";1128;"91500007
ErangivetMST2021_029paafilterproeven";"MST2021029";"MST2021029_2022-05-09"
"576";"MST2021028";"janeAndersen";"Haig";"SYD";"2022-05-09";"91500007_Blaavand_Landegraenseaabnedel";"91500007";55.3397833333333;8.33575833333333;6;1;"1500";"nej";NA;"2022:05:12";1128;"91500007";"MST2021028";"MST2021028_2022-05-09"
"577";"MST2022086";"LasseoerstedJensen";"Haig";"SYD";"2022-09-21";"91500007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;55;1;"1200";"nej";NA;"2022:09:22";15;"91500007";"MST2022086";"MST2022086_2022-09-21"
"578";"MST2022101";"LasseoerstedJensen";"Haig";"SYD";"2022-09-21";"91500007_Blaavand_Landegraenseaabnedel";"91500007";55.3375;8.35001111111111;55;1;"1100";"nej";NA;"2022:09:22";15;"91500007";"MST2022101";"MST2022101_2022-09-21"
"579";"MST0442";"SvendaageBendtsen";"MagretheGaardbo";"NJL";"2022-06-24";"92200001_Hirtshals15m";"92200001";57.6078333333333;9.90025555555555;19;NA;"1700";"nej";NA;"2022:07:04";152;"ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedfytoplanktonproeverneogsaaprofilmaalingerchlAogvandkemiZooplanktonpumpedefekt";"MST0442";"MST0442_2022-06-24"
"580";"MST0444";"SvendaageBendtsen";"MagretheGaardbo";"NJL";"2022-06-24";"92200001_Hirtshals15m";"92200001";57.6078333333333;9.90025555555555;19;NA;"1600";"nej";NA;"2022:07:04";152;"ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedfytoplanktonproeverneogsaaprofilmaalingerchlAogvandkemiZooplanktonpumpedefekt";"MST0444";"MST0444_2022-06-24"
"581";"MST2022035";"SvendaageBendtsen";"MagretheGaardbo";"NJL";"2022-09-27";"92200001_Hirtshals15m";"92200001";57.6078333333333;9.90025555555555;20;NA;"1300";"nej";NA;"2022:10:03";15;"ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedfyto_ogzooplanktonproeverneogsaaprofilmaalingerchlAogvandkemi";"MST2022035";"MST2022035_2022-09-27"
"582";"MST2022037";"SvendaageBendtsen";"MagretheGaardbo";"NJL";"2022-09-27";"92200001_Hirtshals15m";"92200001";57.6078333333333;9.90025555555555;20;NA;"1300";"nej";NA;"2022:10:03";15;"ErudtagetmedLindahlslangesomdybdeintegredetproeverfra0_10metersammenmedfyto_ogzooplanktonproeverneogsaaprofilmaalingerchlAogvandkemi";"MST2022037";"MST2022037_2022-09-27"
"583";"MST0454";"SvendaageBendtsen";"Pingo";"NJL";"2022-07-04";"93920064_KragskovRevSyd";"93920064";57.5407666666667;10.4687805555556;45;35;"1500";"nej";NA;"2022:07:05";177;NA;"MST0454";"MST0454_2022-07-04"
"584";"MST0294";"SvendaageBendtsen";"Pingo";"NJL";"2022-07-04";"93920064_KragskovRevSyd";"93920064";57.5407666666667;10.4687805555556;45;35;"1500";"nej";NA;"2022:07:05";177;NA;"MST0294";"MST0294_2022-07-04"
"585";"MST2022047";"FlemmingNoergaard";"Belone";"FYN";"2022-06-20";"94230001_FYN6900017";"94230001";55.4678333333333;10.5169333333333;82;1;"1150";"nej";NA;"2022:06:21";18;NA;"MST2022047";"MST2022047_2022-06-20"
"586";"MST2021024";"FlemmingNoergaard";"Belone";"FYN";"2022-06-20";"94230001_FYN6900017";"94230001";55.4678333333333;10.5169333333333;82;1;"1200";"nej";NA;"2022:06:21";18;NA;"MST2021024";"MST2021024_2022-06-20"
"587";"MST2022104";"FlemmingNoergaard";"Belone";"FYN";"2022-08-29";"94230001_FYN6900017";"94230001";55.4678333333333;10.5169333333333;96;1;"1000";"nej";NA;"2022:09:05";193;NA;"MST2022104";"MST2022104_2022-08-29"
"588";"MST2022107";"FlemmingNoergaard";"Belone";"FYN";"2022-08-29";"94230001_FYN6900017";"94230001";55.4678333333333;10.5169333333333;96;1;"1000";"nej";NA;"2022:09:05";193;NA;"MST2022107";"MST2022107_2022-08-29"
"589";"MST2021007";"KREHA_GERPE";"Penelope";"MJL";"2022-05-03";"91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;35;1;"850";"nej";NA;"2022:05:06";1179;NA;"MST2021007";"MST2021007_2022-05-03"
"590";"MST2021009";"KREHA_GERPE";"Penelope";"MJL";"2022-05-03";"91320001_RingkoebingFjord";"91320001";56.0778333333333;8.21679444444444;35;1;"800";"nej";NA;"2022:05:06";1179;"ErangivetMST2021_009paafilterproeven
IkkeuniktIDProevefra720oeresundnordaabnedelogsaanavngivetMST2021_009paafilterproeven";"MST2021009";"MST2021009_2022-05-03"
"591";"MST1040";"Gerpe_Kreha";"Penelope";"MJL";"2022-08-22";"91320001_RingkoebingFjord";"91320001";56.0771333333333;8.21823333333333;35;1;"0";"nej";NA;"2022:08:25";2001;NA;"MST1040";"MST1040_2022-08-22"
"592";"MST2021050";"Gerpe_Kreha";"Penelope";"MJL";"2022-08-22";"91320001_RingkoebingFjord";"91320001";56.0771333333333;8.21823333333333;35;1;"900";"nej";NA;"2022:08:25";2001;NA;"MST2021050";"MST2021050_2022-08-22"
"593";"MST2022039";"JensDeding";"Jollen";"OJL";"2022-10-18";"93410108_Kobberhagekystarealer";"93410108";56.1664666666667;10.7350416666667;75;65;"1440";"N_A";"N_A";"2022:10:27";13;NA;"MST2022039";"MST2022039_2022-10-18"
"594";"MST2022038";"JensDeding";"Jollen";"OJL";"2022-10-18";"93410108_Kobberhagekystarealer";"93410108";56.1664666666667;10.7350416666667;75;65;"1500";"N_A";"N_A";"2022:10:27";13;NA;"MST2022038";"MST2022038_2022-10-18"
"595";"MST2021098";"RABIL";"Sif";"STO";"2022-02-28";"99000049_910Bornholmaabnedel";"99000049";55.2495;15.9669222222222;887;1;"1500";"ja";"51";"2022:03:05";389;NA;"MST2021098";"MST2021098_2022-02-28"
"596";"MST2021090";"RABIL";"Sif";"STO";"2022-02-28";"99000049_910Bornholmaabnedel";"99000049";55.2495;15.9669222222222;887;1;"1500";"ja";"51";"2022:03:05";389;NA;"MST2021090";"MST2021090_2022-02-28"
"597";"MST0011";"KRMSK";"Frigg";"OJL";"2022-03-08";"93500119_HevringBugt";"93500119";56.6676166666667;10.6021888888889;148;138;"1500";"nej";NA;"2022:03:11";437;NA;"MST0011";"MST0011_2022-03-08"
"598";"MST0018";"KRMSK";"Frigg";"OJL";"2022-03-08";"93500119_HevringBugt";"93500119";56.6676166666667;10.6021888888889;148;138;"1500";"nej";NA;"2022:03:11";437;NA;"MST0018";"MST0018_2022-03-08"
"599";"MST0566";"GERPE";"Musling";"NJL";"2022-03-14";"93720041_NibeBredningogLangerak";"93720041";57.02475;9.63458611111111;29;24;"800";"nej";NA;"2022:03:17";406;NA;"MST0566";"MST0566_2022-03-14"
"600";"MST0263";"GERPE";"Musling";"NJL";"2022-03-14";"93720041_NibeBredningogLangerak";"93720041";57.02475;9.63458611111111;29;24;"750";"nej";NA;"2022:03:17";406;NA;"MST0263";"MST0263_2022-03-14"
"601";"MST2021005";"JAROB";"Frigg";"SYD";"2022-04-19";"95130028_VejleFjord";"95130028";55.7021333333333;9.65113333333333;75;61;"600";"ja";"08";"2022:04:26";785;"Filtrereti15min_filtermegetbeskidt";"MST2021005";"MST2021005_2022-04-19"
"602";"MST2021004";"JAROB";"Frigg";"SYD";"2022-04-19";"95130028_VejleFjord";"95130028";55.7021333333333;9.65113333333333;75;61;"1300";"ja";"08";"2022:04:26";785;NA;"MST2021004";"MST2021004_2022-04-19"
"603";"MST2021021";"RABIL";"Sif";"SJL";"2022-04-19";"97120028_BF09";"97120028";56.5093333333333;12.4267166666667;129;12;"1200";"nej";NA;"2022:05:20";63;NA;"MST2021021";"MST2021021_2022-04-19"
"604";"MST2021014";"RABIL";"Sif";"SJL";"2022-04-21";"93100055_Kattegat";"93100055";57.2541666666667;11.9674888888889;287;277;"1250";"ja";"46";"2022:04:26";573;NA;"MST2021014";"MST2021014_2022-04-21"
"605";"MST2021011";"KRISO";"Sif";"SYD";"2022-04-28";"95700008_SoenderborgBugt";"95700008";55.2081666666667;9.83005555555556;292;282;"1425";"ja";"12";"2022:04:28";486;NA;"MST2021011";"MST2021011_2022-04-28"
"606";"MST2021030";"KRISO";"Sif";"SYD";"2022-04-28";"95700008_SoenderborgBugt";"95700008";55.2081666666667;9.83005555555556;292;282;"1425";"ja";"12";"2022:04:28";486;NA;"MST2021030";"MST2021030_2022-04-28"
"607";"MST2021019";"KRISO";"Sif";"FYN";"2022-04-29";"90000961_ArkonaW";"90000961";55.018;13.3006694444444;455;445;"800";"ja";"37";"2022:05:17";569;NA;"MST2021019";"MST2021019_2022-04-29"
"608";"MST2021015";"KRISO";"Sif";"FYN";"2022-04-29";"90000961_ArkonaW";"90000961";55.018;13.3006694444444;455;445;"1200";"ja";"37";"2022:05:17";569;NA;"MST2021015";"MST2021015_2022-04-29"
"609";"MST2021002";"KRISO";"Sif";"SJL";"2022-05-02";"97200002_720oeresundnordaabnedel";"97200002";55.8666666666667;12.75;518;1;"1500";"ja";"105";"2022:05:06";998;NA;"MST2021002";"MST2021002_2022-05-02"
"610";"MST2021026";"KRISO";"Sif";"SJL";"2022-05-02";"97200002_720oeresundnordaabnedel";"97200002";55.8666666666667;12.75;518;1;"1500";"ja";"105";"2022:05:06";998;NA;"MST2021026";"MST2021026_2022-05-02"
"611";"MST2021003";"KRISO";"Sif";"SJL";"2022-05-03";"93000001_300Kattegataabnedel";"93000001";57.5;11.1605555555556;40;1;"1500";"ja";"14";"2022:05:06";108;NA;"MST2021003";"MST2021003_2022-05-03"
"612";"MST2021020";"KRISO";"Sif";"SJL";"2022-05-03";"93000001_300Kattegataabnedel";"93000001";57.5;11.1605555555556;40;1;"1500";"ja";"14";"2022:05:06";108;NA;"MST2021020";"MST2021020_2022-05-03"
"613";"MST2021016";"KRISO";"Sif";"SJL";"2022-05-04";"96220322_KarrebaebsmindBugt";"96220322";57.4095;11.1605555555556;118;108;"1500";"ja";"7";"2022:05:06";908;NA;"MST2021016";"MST2021016_2022-05-04"
"614";"MST2022064";"KRISO";"Sif";"FYN";"2022-05-05";"95600002_FYN6300043";"95600002";56.4183333333333;10.1673055555556;333;1;"1500";"ja";"9";"2022:05:06";1065;NA;"MST2022064";"MST2022064_2022-05-05"
"615";"MST2021065";"KRISO";"Sif";"FYN";"2022-05-05";"95600002_FYN6300043";"95600002";56.4183333333333;10.1673055555556;333;1;"1500";"ja";"9";"2022:05:06";1065;NA;"MST2021065";"MST2021065_2022-05-05"
"616";"MST2021013";"NILTH";"Frigg";"NJL";"2022-05-06";"93000005_Helcom409";"93000005";57.46;10.7950833333333;15;1;"1550";"ja";"58";"2022:05:10";10151;NA;"MST2021013";"MST2021013_2022-05-06"
"617";"MST2021022";"NILTH";"Frigg";"NJL";"2022-05-06";"93000005_Helcom409";"93000005";57.46;10.7950833333333;15;1;"1500";"ja";"58";"2022:05:10";10151;NA;"MST2021022";"MST2021022_2022-05-06"
"618";"MST2021012";"RABIL";"Sif";"FYN";"2022-05-09";"96510125_DSoe";"96510125";56.2866666666667;10.4228888888889;177;167;"1000";"ja";"105";"2022:05:11";629;NA;"MST2021012";"MST2021012_2022-05-09"
"619";"MST2021018";"RABIL";"Sif";"FYN";"2022-05-09";"96510125_DSoe";"96510125";56.2866666666667;10.4228888888889;177;167;"1000";"ja";"105";"2022:05:11";629;NA;"MST2021018";"MST2021018_2022-05-09"
"620";"MST2022050";"NILTH";"Frigg";"MJL";"2022-05-10";"93740007_SkiveFjord";"93740007";57.0333333333333;9.08194444444444;44;1;"1500";"nej";NA;"2022:05:11";1277;NA;"MST2022050";"MST2022050_2022-05-10"
"621";"MST2022051";"NILTH";"Frigg";"MJL";"2022-05-10";"93740007_SkiveFjord";"93740007";57.0333333333333;9.08194444444444;44;1;"1520";"nej";NA;"2022:05:11";1277;NA;"MST2022051";"MST2022051_2022-05-10"
"622";"MST2022076";"NILTH";"Frigg";"NJL";"2022-05-11";"93730002_LoegstoerogLivoebredningoest";"93730002";57.3816666666667;9.07094444444444;72;1;"1420";"nej";NA;"2022:05:12";12065;"Filtrereti15min_filtermegetbeskidt";"MST2022076";"MST2022076_2022-05-11"
"623";"MST2022084";"NILTH";"Frigg";"NJL";"2022-05-11";"93730002_LoegstoerogLivoebredningoest";"93730002";57.3816666666667;9.07094444444444;72;1;"1420";"nej";NA;"2022:05:12";12065;"Filtrereti15min_filtermegetbeskidt";"MST2022084";"MST2022084_2022-05-11"
"624";"MST2022054";"RABIL";"Sif";"FYN";"2022-05-11";"99000052_oestersoeenArkona";"99000052";55.025;13.3106388888889;467;1;"1500";"ja";"366";"2022:05:12";958;NA;"MST2022054";"MST2022054_2022-05-11"
"625";"MST2022070";"RABIL";"Sif";"FYN";"2022-05-11";"99000052_oestersoeenArkona";"99000052";55.025;13.3106388888889;467;1;"1500";"ja";"366";"2022:05:12";958;NA;"MST2022070";"MST2022070_2022-05-11"
"626";"MST2022055";"NILTH";"Frigg";"NJL";"2022-05-12";"93610032_Dybet";"93610032";57.9166666666667;9.97833333333333;272;1;"1760";"ja";"13";"2022:05:17";11936;NA;"MST2022055";"MST2022055_2022-05-12"
"627";"MST2022082";"NILTH";"Frigg";"NJL";"2022-05-12";"93610032_Dybet";"93610032";57.9166666666667;9.97833333333333;272;1;"1720";"ja";"13";"2022:05:17";11936;NA;"MST2022082";"MST2022082_2022-05-12"
"628";"MST2022087";"KRMSK";"Frigg";"OJL";"2022-05-17";"94400007_MolsHoved";"94400007";56.6233333333333;10.3200555555556;164;1;"1500";"ja";"11";"2022:05:17";116;NA;"MST2022087";"MST2022087_2022-05-17"
"629";"MST2022098";"KRMSK";"Frigg";"OJL";"2022-05-17";"94400007_MolsHoved";"94400007";56.6233333333333;10.3200555555556;164;1;"1500";"ja";"11";"2022:05:17";116;NA;"MST2022098";"MST2022098_2022-05-17"
"630";"MST2021006";"KRMSK";"Frigg";"OJL";"2022-07-11";"94300001_NordligeLillebaelt";"94300001";56.4446666666667;10.0954;195;1;"1550";"ja";"3";"2022:07:13";1745;NA;"MST2021006";"MST2021006_2022-07-11"
"631";"MST2022078";"KRMSK";"Frigg";"OJL";"2022-07-11";"94300001_NordligeLillebaelt";"94300001";56.4446666666667;10.0954;195;1;"1700";"ja";"3";"2022:07:13";1745;NA;"MST2022078";"MST2022078_2022-07-11"
"632";"MST2022056";"ANOHH";"Frigg";"OJL";"2022-08-01";"94300001_NordligeLillebaelt";"94300001";56.4383333333333;10.0950833333333;185;1;"1500";"nej";NA;"2022:08:05";1688;NA;"MST2022056";"MST2022056_2022-08-01"
"633";"MST2022067";"ANOHH";"Frigg";"OJL";"2022-08-01";"94300001_NordligeLillebaelt";"94300001";56.4383333333333;10.0950833333333;185;1;"1500";"nej";NA;"2022:08:05";1688;NA;"MST2022067";"MST2022067_2022-08-01"
"634";"MST2022081";"ANOHH";"Frigg";"FYN";"2022-08-08";"95600002_FYN6300043";"95600002";56.435;10.1668055555556;34;1;"1500";"ja";"124";"2022:08:11";1824;NA;"MST2022081";"MST2022081_2022-08-08"
"635";"MST2022062";"ANOHH";"Frigg";"FYN";"2022-08-08";"95600002_FYN6300043";"95600002";56.435;10.1668055555556;34;1;"1500";"ja";"124";"2022:08:11";1824;NA;"MST2022062";"MST2022062_2022-08-08"
"636";"MST2022073";"NILTH";"Frigg";"MJL";"2022-08-09";"93740007_SkiveFjord";"93740007";57.0333333333333;9.08194444444444;5;1;"1100";"nej";NA;"2022:08:11";1776;"Filtrereti15min_filtermegetbeskidt";"MST2022073";"MST2022073_2022-08-09"
"637";"MST2022091";"NILTH";"Frigg";"MJL";"2022-08-09";"93740007_SkiveFjord";"93740007";57.0333333333333;9.08194444444444;5;1;"1300";"nej";NA;"2022:08:11";1776;"Filtrereti15min_filtermegetbeskidt";"MST2022091";"MST2022091_2022-08-09"
"638";"MST2022053";"NILTH";"Frigg";"NJL";"2022-08-10";"93730002_LoegstoerogLivoebredningoest";"93730002";57.35;9.07083333333333;7;1;"850";"nej";NA;"2022:08:11";1762;"Filtrereti15min_filtermegetbeskidt";"MST2022053";"MST2022053_2022-08-10"
"639";"MST2022058";"NILTH";"Frigg";"NJL";"2022-08-10";"93730002_LoegstoerogLivoebredningoest";"93730002";57.35;9.07083333333333;7;1;"800";"nej";NA;"2022:08:11";1762;"Filtrereti15min_filtermegetbeskidt";"MST2022058";"MST2022058_2022-08-10"
"640";"MST2022093";"NILTH";"Frigg";"NJL";"2022-08-10";"93000005_Helcom409";"93000005";57.46;10.7950833333333;14;1;"1250";"ja";"9";"2022:08:11";1858;NA;"MST2022093";"MST2022093_2022-08-10"
"641";"MST2022105";"NILTH";"Frigg";"NJL";"2022-08-10";"93000005_Helcom409";"93000005";57.46;10.7950833333333;14;1;"1200";"ja";"9";"2022:08:11";1858;NA;"MST2022105";"MST2022105_2022-08-10"
"642";"MST2022066";"REPLA";"Sif";"FYN";"2022-08-03";"99000052_oestersoeenArkona";"99000052";55.025;13.3106388888889;473;1;"1400";"ja";"6";"2022:08:05";179;NA;"MST2022066";"MST2022066_2022-08-03"
"643";"MST2022057";"REPLA";"Sif";"FYN";"2022-08-03";"99000052_oestersoeenArkona";"99000052";55.025;13.3106388888889;473;1;"1500";"ja";"6";"2022:08:05";179;NA;"MST2022057";"MST2022057_2022-08-03"
"644";"MST2021009";"REPLA";"Sif";"SJL";"2022-08-04";"97200002_720oeresundnordaabnedel";"97200002";55.8883333333333;12.7583055555556;524;1;"1500";"ja";"52";"2022:08:05";173;"IkkeuniktIDProevefraRingkoebingFjordogsaanavngivetMST2021_009paafilterproeven
";"MST2021009";"MST2021009_2022-08-04"
"645";"MST2021025";"REPLA";"Sif";"SJL";"2022-08-04";"97200002_720oeresundnordaabnedel";"97200002";55.8883333333333;12.7583055555556;524;1;"1600";"ja";"52";"2022:08:05";173;NA;"MST2021025";"MST2021025_2022-08-04"
"646";"MST2022080";"REPLA";"Sif";"SJL";"2022-08-05";"93000001_300Kattegataabnedel";"93000001";57.565;11.1626944444444;48;1;"1500";"ja";"39";"2022:08:05";1896;NA;"MST2022080";"MST2022080_2022-08-05"
"647";"MST2022109";"REPLA";"Sif";"SJL";"2022-08-05";"93000001_300Kattegataabnedel";"93000001";57.565;11.1626944444444;48;1;"1400";"ja";"39";"2022:08:05";1896;"Aftapningsposegenbrugt";"MST2022109";"MST2022109_2022-08-05"
"648";"MST2022061";"ANOHH";"Sif";"STO";"2022-08-11";"99000049_910Bornholmaabnedel";"99000049";55.2683333333333;15.9935;884;1;"1500";"ja";"22";"2022:08:15";2053;NA;"MST2022061";"MST2022061_2022-08-11"
